id,year,state_name,state_code,district_name,district_code,registration_circles,male_below_12_years,male_12_years_to_16_years,male_16_years_to_18_years,male_children,male_18_years_and_above,female_below_12_years,female_12_years_to_16_years,female_16_years_to_18_years,female_children,female_18_years_and_above,transgender_below_12_years,transgender_12_years_to_16_years,transgender_16_years_to_18_years,transgender_children,transgender_18_years_and_above
52,2021,Assam,18,Cachar,282,Cachar,2,2,12,16,98,6,10,7,23,302,NaN,NaN,NaN,NaN,NaN
53,2021,Assam,18,Chirang,612,Chirang,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
54,2021,Assam,18,Darrang,283,Darrang,0,0,0,0,40,0,0,3,3,156,NaN,NaN,NaN,NaN,NaN
55,2021,Assam,18,Dhemaji,284,Dhemaji,2,2,0,4,25,3,3,7,13,50,NaN,NaN,NaN,NaN,NaN
56,2021,Assam,18,Dhubri,285,Dhubri,0,4,11,15,51,0,11,66,77,116,NaN,NaN,NaN,NaN,NaN
57,2021,Assam,18,Dibrugarh,286,Dibrugarh,0,6,0,6,9,0,6,8,14,14,NaN,NaN,NaN,NaN,NaN
58,2021,Assam,18,Kamrup Metro,618,Grp,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
59,2021,Assam,18,Goalpara,287,Goalpara,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
60,2021,Assam,18,Golaghat,288,Golaghat,0,13,0,13,6,0,30,227,257,0,NaN,NaN,NaN,NaN,NaN
61,2021,Assam,18,Kamrup Metro,618,Guwahati City,4,17,50,71,429,2,13,70,85,565,NaN,NaN,NaN,NaN,NaN
62,2021,Assam,18,Hailakandi,289,Hailakandi,38,0,32,70,23,1,14,32,47,21,NaN,NaN,NaN,NaN,NaN
63,2021,Assam,18,West Karbi Anglong,710,Hamren,0,0,0,0,3,0,0,0,0,14,NaN,NaN,NaN,NaN,NaN
64,2021,Assam,18,Jorhat,290,Jorhat,1,5,6,12,1,0,6,22,28,0,NaN,NaN,NaN,NaN,NaN
65,2021,Assam,18,Kamrup,291,Kamrup,1,0,10,11,94,0,13,26,39,257,NaN,NaN,NaN,NaN,NaN
66,2021,Assam,18,Karbi Anglong,292,Karbi Anglong,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
67,2021,Assam,18,Karimganj,293,Karimganj,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
68,2021,Assam,18,Kokrajhar,294,Kokrajhar,0,0,3,3,37,0,0,3,3,65,NaN,NaN,NaN,NaN,NaN
69,2021,Assam,18,Lakhimpur,295,Lakhimpur,0,1,1,2,54,2,3,3,8,105,NaN,NaN,NaN,NaN,NaN
70,2021,Assam,18,Marigaon,296,Morigaon,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
71,2021,Assam,18,Dima Hasao,299,Dima Hasao,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
72,2021,Assam,18,Nagaon,297,Nagaon,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
73,2021,Assam,18,Nalbari,298,Nalbari,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
74,2021,Assam,18,Kamrup Metro,618,Rpo,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
75,2021,Assam,18,Kamrup Metro,618,Sou,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
76,2021,Assam,18,Kamrup Metro,618,Stf,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
77,2021,Assam,18,Sivasagar,300,Sibsagar,5,2,0,7,3,3,11,30,44,78,NaN,NaN,NaN,NaN,NaN
78,2021,Assam,18,Sonitpur,301,Sonitpur,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
79,2021,Assam,18,Tinsukia,302,Tinsukia,0,8,9,17,96,0,52,25,77,0,NaN,NaN,NaN,NaN,NaN
80,2021,Assam,18,Udalguri,617,Udalguri,2,0,0,2,44,0,2,0,2,125,NaN,NaN,NaN,NaN,NaN
81,2021,Assam,18,Tinsukia,302,Sadia,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
82,2021,Assam,18,Majuli,706,Majuli,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
83,2021,Assam,18,Biswanath,705,Biswanath,0,0,7,7,0,0,0,28,28,0,NaN,NaN,NaN,NaN,NaN
84,2021,Assam,18,Hojai,709,Hojai,0,0,24,24,19,0,0,24,24,64,NaN,NaN,NaN,NaN,NaN
85,2021,Assam,18,South Salmara Mancachar,707,South Salmara,0,0,1,1,0,0,0,0,0,3,NaN,NaN,NaN,NaN,NaN
86,2021,Assam,18,Charaideo,708,Charaideo,1,4,0,5,26,0,20,9,29,46,NaN,NaN,NaN,NaN,NaN
87,2021,Bihar,10,Araria,188,Araria,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
88,2021,Bihar,10,Arwal,611,Arwal,0,0,0,0,4,4,0,10,14,11,NaN,NaN,NaN,NaN,NaN
89,2021,Bihar,10,Aurangabad,189,Aurangabad,0,11,0,11,22,1,0,5,6,7,NaN,NaN,NaN,NaN,NaN
90,2021,Bihar,10,Pashchim Champaran,211,Bagaha,0,0,1,1,1,1,0,1,2,0,NaN,NaN,NaN,NaN,NaN
91,2021,Bihar,10,Banka,190,Banka,0,0,0,0,3,5,54,44,103,23,NaN,NaN,NaN,NaN,NaN
92,2021,Bihar,10,Begusarai,191,Begusarai,0,0,0,0,7,0,0,26,26,130,NaN,NaN,NaN,NaN,NaN
93,2021,Bihar,10,Pashchim Champaran,211,Bettiah,9,0,3,12,22,32,0,74,106,208,NaN,NaN,NaN,NaN,NaN
94,2021,Bihar,10,Kaimur (Bhabua),200,Kaimur(Bhabhua),3,4,4,11,7,7,21,29,57,13,NaN,NaN,NaN,NaN,NaN
95,2021,Bihar,10,Bhagalpur,192,Bhagalpur,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
96,2021,Bihar,10,Bhojpur,193,Bhojpur,2,9,20,31,13,1,18,56,75,24,NaN,NaN,NaN,NaN,NaN
97,2021,Bihar,10,Buxar,194,Buxar,0,3,2,5,2,0,1,2,3,2,NaN,NaN,NaN,NaN,NaN
98,2021,Bihar,10,Darbhanga,195,Darbhanga,4,7,12,23,17,17,120,0,137,87,NaN,NaN,NaN,NaN,NaN
99,2021,Bihar,10,Gaya,196,Gaya,6,2,5,13,16,2,1,5,8,9,NaN,NaN,NaN,NaN,NaN
100,2021,Bihar,10,Gopalganj,197,Gopalganj,4,12,2,18,13,0,37,151,188,66,NaN,NaN,NaN,NaN,NaN
101,2021,Bihar,10,Munger,207,Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
102,2021,Bihar,10,Jamui,198,Jamui,0,1,4,5,10,0,6,16,22,26,NaN,NaN,NaN,NaN,NaN
103,2021,Bihar,10,Jehanabad,199,Jehanabad,0,7,7,14,8,5,25,13,43,25,NaN,NaN,NaN,NaN,NaN
104,2021,Bihar,10,Katihar,201,Katihar,0,0,0,0,28,0,4,15,19,134,NaN,NaN,NaN,NaN,NaN
105,2021,Bihar,10,Katihar,201,Katihar Railway,2,0,0,2,1,2,0,0,2,1,NaN,NaN,NaN,NaN,NaN
106,2021,Bihar,10,Khagaria,202,Khagaria,0,0,0,0,19,0,0,91,91,71,NaN,NaN,NaN,NaN,NaN
107,2021,Bihar,10,Kishanganj,203,Kishanganj,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
108,2021,Bihar,10,Lakhisarai,204,Lakhisarai,0,4,3,7,6,0,12,35,47,21,NaN,NaN,NaN,NaN,NaN
109,2021,Bihar,10,Madhepura,205,Madhepura,1,0,2,3,9,9,26,42,77,60,NaN,NaN,NaN,NaN,NaN
110,2021,Bihar,10,Madhubani,206,Madhubani,1,3,4,8,4,5,8,91,104,53,NaN,NaN,NaN,NaN,NaN
111,2021,Bihar,10,Purbi Champaran,213,Motihari,10,2,12,24,17,38,4,171,213,95,NaN,NaN,NaN,NaN,NaN
112,2021,Bihar,10,Munger,207,Munger,0,6,14,20,13,1,3,15,19,16,NaN,NaN,NaN,NaN,NaN
113,2021,Bihar,10,Muzaffarpur,208,Muzaffarpur,0,11,19,30,71,0,33,306,339,329,NaN,NaN,NaN,NaN,NaN
114,2021,Bihar,10,Muzaffarpur,208,Muzaffarpur Railway,2,0,0,2,1,1,0,0,1,2,NaN,NaN,NaN,NaN,NaN
115,2021,Bihar,10,Nalanda,209,Nalanda,16,21,3,40,59,2,42,197,241,139,NaN,NaN,NaN,NaN,NaN
116,2021,Bihar,10,Bhagalpur,192,Naugachia,11,5,3,19,0,5,45,21,71,0,NaN,NaN,NaN,NaN,NaN
117,2021,Bihar,10,Nawada,210,Nawadah,7,8,12,27,0,1,76,34,111,0,NaN,NaN,NaN,NaN,NaN
118,2021,Bihar,10,Patna,212,Patna,51,59,21,131,164,11,107,450,568,317,NaN,NaN,NaN,NaN,NaN
119,2021,Bihar,10,Patna,212,Patna Railway,0,0,0,0,0,0,0,1,1,1,NaN,NaN,NaN,NaN,NaN
120,2021,Bihar,10,Purnia,214,Purnea,0,0,2,2,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
121,2021,Bihar,10,Rohtas,215,Rohtas,0,11,4,15,8,2,2,2,6,13,NaN,NaN,NaN,NaN,NaN
122,2021,Bihar,10,Saharsa,216,Saharsa,0,0,0,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
123,2021,Bihar,10,Samastipur,217,Samastipur,5,3,0,8,5,5,35,74,114,26,NaN,NaN,NaN,NaN,NaN
124,2021,Bihar,10,Saran,218,Saran,16,7,28,51,52,30,60,205,295,136,NaN,NaN,NaN,NaN,NaN
125,2021,Bihar,10,Sheikhpura,219,Sheikhpura,1,2,4,7,3,0,15,22,37,17,NaN,NaN,NaN,NaN,NaN
126,2021,Bihar,10,Sheohar,220,Sheohar,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
127,2021,Bihar,10,Sitamarhi,221,Sitamarhi,11,19,12,42,32,2,54,127,183,111,NaN,NaN,NaN,NaN,NaN
128,2021,Bihar,10,Siwan,222,Siwan,0,0,0,0,0,0,26,122,148,18,NaN,NaN,NaN,NaN,75
129,2021,Bihar,10,Supaul,223,Supaul,0,5,1,6,9,1,20,70,91,43,NaN,NaN,NaN,NaN,NaN
130,2021,Bihar,10,Vaishali,224,Vaishali,0,58,62,120,22,42,135,125,302,40,NaN,NaN,NaN,NaN,NaN
131,2021,Bihar,10,Patna,212,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
132,2021,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
133,2021,Chhattisgarh,22,Balod,646,Balod,0,6,0,6,103,0,3,60,63,324,NaN,NaN,NaN,NaN,NaN
134,2021,Chhattisgarh,22,Baloda Bazar,644,Balodbazar,0,8,3,11,128,4,91,68,163,481,NaN,NaN,NaN,NaN,NaN
135,2021,Chhattisgarh,22,Balrampur,649,Balrampur,0,1,1,2,54,3,18,47,68,125,NaN,NaN,NaN,NaN,NaN
136,2021,Chhattisgarh,22,Bemetara,650,Bemetra,0,3,3,6,72,0,22,50,72,235,NaN,NaN,NaN,NaN,NaN
137,2021,Chhattisgarh,22,Bilaspur,375,Bilaspur,7,10,34,51,402,7,143,95,245,781,NaN,NaN,NaN,NaN,NaN
138,2021,Chhattisgarh,22,Bijapur,636,Bizapur,0,0,0,0,10,0,3,6,9,23,NaN,NaN,NaN,NaN,NaN
139,2021,Chhattisgarh,22,Dantewada,376,Dantewara,0,2,0,2,18,0,9,10,19,40,NaN,NaN,NaN,NaN,NaN
140,2021,Chhattisgarh,22,Dhamtari,377,Dhamtari,0,2,11,13,127,0,1,61,62,353,NaN,NaN,NaN,NaN,NaN
141,2021,Chhattisgarh,22,Durg,378,Durg,5,26,19,50,322,5,78,138,221,822,NaN,NaN,NaN,NaN,NaN
142,2021,Chhattisgarh,22,Gariyaband,645,Gariyaband,0,2,2,4,65,1,18,25,44,162,NaN,NaN,NaN,NaN,NaN
143,2021,Chhattisgarh,22,Raipur,387,Grp Raipur,0,1,0,1,8,0,2,3,5,13,NaN,NaN,NaN,NaN,NaN
144,2021,Chhattisgarh,22,Bastar,374,Jagdalpur,2,2,5,9,77,1,25,63,89,199,NaN,NaN,NaN,NaN,NaN
145,2021,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,2,13,16,31,195,7,35,156,198,577,NaN,NaN,NaN,NaN,NaN
146,2021,Chhattisgarh,22,Jashpur,380,Jashpur,4,5,7,16,61,1,32,49,82,186,NaN,NaN,NaN,NaN,NaN
147,2021,Chhattisgarh,22,Kabirdham,382,Kabirdham,1,4,11,16,74,1,30,60,91,217,NaN,NaN,NaN,NaN,NaN
148,2021,Chhattisgarh,22,Kanker,381,Kanker,0,1,5,6,130,0,0,64,64,216,NaN,NaN,NaN,NaN,NaN
149,2021,Chhattisgarh,22,Kondagaon,643,Kondagaon,0,0,4,4,38,0,16,24,40,132,NaN,NaN,NaN,NaN,NaN
150,2021,Chhattisgarh,22,Korba,383,Korba,5,3,15,23,175,5,6,101,112,426,NaN,NaN,NaN,NaN,NaN
151,2021,Chhattisgarh,22,Korea,384,Koriya,0,4,5,9,82,3,45,50,98,218,NaN,NaN,NaN,NaN,NaN
152,2021,Chhattisgarh,22,Mahasamund,385,Mahasamund,0,6,3,9,146,0,45,41,86,372,NaN,NaN,NaN,NaN,NaN
153,2021,Chhattisgarh,22,Mungeli,647,Mungali,0,1,4,5,56,1,27,49,77,197,NaN,NaN,NaN,NaN,NaN
154,2021,Chhattisgarh,22,Narayanpur,637,Narayanpur,0,0,3,3,5,0,5,7,12,29,NaN,NaN,NaN,NaN,NaN
155,2021,Chhattisgarh,22,Raigarh,386,Raigarh,5,10,10,25,189,1,43,92,136,494,NaN,NaN,NaN,NaN,NaN
156,2021,Chhattisgarh,22,Raipur,387,Raipur,3,14,53,70,565,0,44,381,425,1339,NaN,NaN,NaN,NaN,NaN
157,2021,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,1,5,5,11,250,0,43,87,130,615,NaN,NaN,NaN,NaN,NaN
158,2021,Chhattisgarh,22,Surguja,389,Sarguja,0,11,6,17,122,1,87,36,124,300,NaN,NaN,NaN,NaN,NaN
159,2021,Chhattisgarh,22,Sukma,642,Sukma,0,0,1,1,10,1,13,9,23,24,NaN,NaN,NaN,NaN,NaN
160,2021,Chhattisgarh,22,Surajpur,648,Surajpur,3,0,1,4,83,1,34,35,70,205,NaN,NaN,NaN,NaN,NaN
161,2021,Chhattisgarh,22,Gaurella Pendra Marwahi,734,Gaurela-Pendra-Marwari,0,3,5,8,30,0,18,19,37,139,NaN,NaN,NaN,NaN,NaN
162,2021,Goa,30,North Goa,551,North Goa,2,1,0,3,158,3,0,0,3,110,NaN,NaN,NaN,NaN,NaN
163,2021,Goa,30,South Goa,552,South Goa,2,2,0,4,127,2,1,0,3,108,NaN,NaN,NaN,NaN,NaN
164,2021,Goa,30,North Goa,551,Cid,0,0,0,0,8,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN
165,2021,Gujarat,24,Ahmadabad,438,Ahmedabad City,12,37,16,65,1013,14,160,99,273,2505,NaN,NaN,NaN,NaN,NaN
166,2021,Gujarat,24,Ahmadabad,438,Ahmedabad Rural,7,1,0,8,50,7,2,0,9,108,NaN,NaN,NaN,NaN,NaN
167,2021,Gujarat,24,Amreli,439,Amreli,0,0,0,0,20,0,0,0,0,82,NaN,NaN,NaN,NaN,NaN
168,2021,Gujarat,24,Anand,440,Anand,0,0,0,0,114,0,0,0,0,315,NaN,NaN,NaN,NaN,NaN
169,2021,Gujarat,24,Arvalli,672,Arvalli,0,0,0,0,59,0,0,0,0,201,NaN,NaN,NaN,NaN,NaN
170,2021,Gujarat,24,Banas Kantha,441,Banaskantha,0,0,0,0,84,0,0,0,0,234,NaN,NaN,NaN,NaN,NaN
171,2021,Gujarat,24,Bharuch,442,Bharuch,17,2,1,20,153,6,4,1,11,246,NaN,NaN,NaN,NaN,NaN
172,2021,Gujarat,24,Bhavnagar,443,Bhavnagar,0,1,1,2,50,0,0,7,7,166,NaN,NaN,NaN,NaN,NaN
173,2021,Gujarat,24,Botad,676,Botad,0,0,3,3,15,0,12,20,32,32,NaN,NaN,NaN,NaN,NaN
174,2021,Gujarat,24,Chhotaudepur,668,Chhotaudepur,0,0,0,0,15,1,0,0,1,40,NaN,NaN,NaN,NaN,NaN
175,2021,Gujarat,24,Gandhinagar,446,Cid Crime,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
176,2021,Gujarat,24,Dohad,445,Dahod,2,0,1,3,38,3,48,78,129,61,NaN,NaN,NaN,NaN,NaN
177,2021,Gujarat,24,Dang,444,Dang,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
178,2021,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,2,0,0,2,30,6,0,0,6,78,NaN,NaN,NaN,NaN,NaN
179,2021,Gujarat,24,Gandhinagar,446,Gandhinagar,16,0,0,16,144,10,3,0,13,272,NaN,NaN,NaN,NaN,NaN
180,2021,Gujarat,24,Gir Somnath,675,Gir Somnath,0,0,0,0,25,0,0,0,0,15,NaN,NaN,NaN,NaN,NaN
181,2021,Gujarat,24,Jamnagar,447,Jamnagar,11,1,4,16,55,9,6,6,21,131,NaN,NaN,NaN,NaN,NaN
182,2021,Gujarat,24,Junagadh,448,Junagadh,1,0,0,1,28,0,0,0,0,28,NaN,NaN,NaN,NaN,NaN
183,2021,Gujarat,24,Kachchh,449,Kachchh East(G),4,5,2,11,134,16,18,27,61,280,NaN,NaN,NaN,NaN,NaN
184,2021,Gujarat,24,Kachchh,449,Kachchh West(B),2,1,3,6,102,1,27,17,45,243,NaN,NaN,NaN,NaN,NaN
185,2021,Gujarat,24,Kheda,450,Kheda,16,0,2,18,96,10,0,0,10,199,NaN,NaN,NaN,NaN,NaN
186,2021,Gujarat,24,Mahisagar,669,Mahisagar,2,0,0,2,13,0,14,26,40,72,NaN,NaN,NaN,NaN,NaN
187,2021,Gujarat,24,Mahesana,451,Mehsana,2,0,0,2,91,0,0,0,0,350,2,NaN,NaN,2,NaN
188,2021,Gujarat,24,Morbi,673,Morbi,0,0,0,0,25,0,0,0,0,30,NaN,NaN,NaN,NaN,NaN
189,2021,Gujarat,24,Narmada,452,Narmada,1,0,0,1,7,1,0,0,1,34,NaN,NaN,NaN,NaN,NaN
190,2021,Gujarat,24,Navsari,453,Navsari,1,2,0,3,57,2,1,1,4,78,NaN,NaN,NaN,NaN,NaN
191,2021,Gujarat,24,Panch Mahals,454,Panchmahal,0,1,0,1,47,4,0,0,4,52,NaN,NaN,NaN,NaN,NaN
192,2021,Gujarat,24,Patan,455,Patan,0,0,0,0,86,0,0,0,0,312,NaN,NaN,NaN,NaN,NaN
193,2021,Gujarat,24,Porbandar,456,Porbandar,0,0,0,0,16,2,0,0,2,24,NaN,NaN,NaN,NaN,NaN
194,2021,Gujarat,24,Rajkot,457,Rajkot City,0,2,4,6,10,0,10,20,30,10,NaN,NaN,NaN,NaN,NaN
195,2021,Gujarat,24,Rajkot,457,Rajkot Rural,1,1,0,2,73,4,37,47,88,277,NaN,NaN,NaN,NaN,NaN
196,2021,Gujarat,24,Sabar Kantha,458,Sabarkantha,2,1,0,3,72,1,0,1,2,197,NaN,NaN,NaN,NaN,NaN
197,2021,Gujarat,24,Surat,459,Surat City,67,35,13,115,706,65,47,36,148,1332,NaN,NaN,NaN,NaN,13
198,2021,Gujarat,24,Surat,459,Surat Rural,8,1,1,10,43,7,3,0,10,106,NaN,NaN,NaN,NaN,NaN
199,2021,Gujarat,24,Surendranagar,460,Surendranagar,2,0,0,2,15,2,0,0,2,45,NaN,NaN,NaN,NaN,NaN
200,2021,Gujarat,24,Tapi,641,Tapi,0,0,0,0,18,1,0,0,1,18,NaN,NaN,NaN,NaN,NaN
201,2021,Gujarat,24,Vadodara,461,Vadodara City,2,9,5,16,230,2,45,41,88,362,NaN,NaN,NaN,NaN,NaN
202,2021,Gujarat,24,Vadodara,461,Vadodara Rural,0,0,0,0,98,0,0,0,0,122,NaN,NaN,NaN,NaN,NaN
203,2021,Gujarat,24,Valsad,462,Valsad,10,0,0,10,52,9,0,0,9,97,NaN,NaN,NaN,NaN,NaN
204,2021,Gujarat,24,Ahmadabad,438,W.Rly Ahmedabad,0,0,0,0,5,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN
205,2021,Gujarat,24,Vadodara,461,W.Rly Vadodara,0,0,0,0,7,1,0,1,2,7,NaN,NaN,NaN,NaN,NaN
206,2021,Gujarat,24,Ahmadabad,438,Cyber Ahmedabad Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
207,2021,Gujarat,24,Bhavnagar,443,Cyber Bhavnagar Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
208,2021,Gujarat,24,Cyber Border Range,9999,Cyber Border Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
209,2021,Gujarat,24,Gandhinagar,446,Cyber Gandhinagar Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
210,2021,Gujarat,24,Junagadh,448,Cyber Junagadh Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
211,2021,Gujarat,24,Panch Mahals,454,Cyber Panchmahal Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
212,2021,Gujarat,24,Rajkot,457,Cyber Rajkot Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
213,2021,Gujarat,24,Surat,459,Cyber Surat Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
214,2021,Gujarat,24,Vadodara,461,Cyber Vadodara Range,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
215,2021,Haryana,6,Ambala,58,Ambala,14,0,6,20,183,14,2,5,21,247,NaN,NaN,NaN,NaN,NaN
216,2021,Haryana,6,Bhiwani,59,Bhiwani,1,17,8,26,109,1,11,19,31,287,NaN,NaN,NaN,NaN,NaN
217,2021,Haryana,6,Faridabad,60,Faridabad,55,20,17,92,387,57,11,7,75,667,NaN,NaN,NaN,NaN,NaN
218,2021,Haryana,6,Fatehabad,61,Fatehabad,36,7,5,48,119,36,2,2,40,333,NaN,NaN,NaN,NaN,NaN
219,2021,Haryana,6,Ambala,58,Grp,0,0,0,0,11,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN
220,2021,Haryana,6,Gurugram,62,Gurugram,13,22,51,86,111,23,154,136,313,125,NaN,NaN,NaN,NaN,NaN
221,2021,Haryana,6,Hisar,63,Hissar,4,17,20,41,225,0,14,32,46,527,NaN,NaN,NaN,NaN,NaN
222,2021,Haryana,6,Jhajjar,64,Jhajjar,0,5,16,21,169,0,7,21,28,278,NaN,NaN,NaN,NaN,NaN
223,2021,Haryana,6,Jind,65,Jind,0,14,15,29,142,0,7,33,40,295,NaN,NaN,NaN,NaN,NaN
224,2021,Haryana,6,Kaithal,66,Kaithal,28,12,10,50,136,18,3,13,34,193,NaN,NaN,NaN,NaN,NaN
225,2021,Haryana,6,Karnal,67,Karnal,4,23,29,56,411,4,27,36,67,617,NaN,NaN,NaN,NaN,NaN
226,2021,Haryana,6,Kurukshetra,68,Kurukshetra,12,1,0,13,193,10,2,3,15,314,NaN,NaN,NaN,NaN,NaN
227,2021,Haryana,6,Mahendragarh,69,Mahendergarh,17,4,8,29,58,11,2,26,39,219,NaN,NaN,NaN,NaN,NaN
228,2021,Haryana,6,Nuh,604,Nuh,0,10,9,19,18,3,0,1,4,54,NaN,NaN,NaN,NaN,NaN
229,2021,Haryana,6,Palwal,619,Palwal,8,19,12,39,89,10,19,33,62,189,NaN,NaN,NaN,NaN,NaN
230,2021,Haryana,6,Panchkula,70,Panchkula,8,5,10,23,83,7,10,20,37,205,NaN,NaN,NaN,NaN,NaN
231,2021,Haryana,6,Panipat,71,Panipat,59,8,4,71,395,67,7,1,75,609,NaN,NaN,NaN,NaN,NaN
232,2021,Haryana,6,Rewari,72,Rewari,14,11,11,36,105,18,23,49,90,265,NaN,NaN,NaN,NaN,NaN
233,2021,Haryana,6,Rohtak,73,Rohtak,2,29,22,53,269,3,33,45,81,492,NaN,NaN,NaN,NaN,NaN
234,2021,Haryana,6,Sirsa,74,Sirsa,2,13,11,26,114,0,42,70,112,435,NaN,NaN,NaN,NaN,NaN
235,2021,Haryana,6,Sonipat,75,Sonipat,7,29,14,50,220,3,33,52,88,447,NaN,NaN,3,3,NaN
236,2021,Haryana,6,Yamunanagar,76,Yamunanagar,22,14,5,41,200,23,37,60,120,333,NaN,NaN,NaN,NaN,NaN
237,2021,Haryana,6,Gurugram,62,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
238,2021,Haryana,6,Charki Dadri,701,Charkhi Dadri,0,0,1,1,27,0,0,6,6,96,NaN,NaN,NaN,NaN,NaN
239,2021,Haryana,6,Hisar,63,Hansi,3,6,4,13,75,0,17,16,33,177,NaN,NaN,NaN,NaN,NaN
240,2021,Himachal Pradesh,2,Solan,25,Baddi,4,3,4,11,71,2,23,13,38,192,NaN,NaN,NaN,NaN,NaN
241,2021,Himachal Pradesh,2,Bilaspur,15,Bilaspur,2,2,0,4,34,6,7,15,28,107,NaN,NaN,NaN,NaN,NaN
242,2021,Himachal Pradesh,2,Chamba,16,Chamba,0,0,0,0,37,0,0,27,27,87,NaN,NaN,NaN,NaN,NaN
243,2021,Himachal Pradesh,2,Shimla,23,Cid,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
244,2021,Himachal Pradesh,2,Shimla,23,Grp,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
245,2021,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,1,3,4,26,0,4,10,14,78,NaN,NaN,NaN,NaN,NaN
246,2021,Himachal Pradesh,2,Kangra,18,Kangra,0,0,11,11,105,0,2,37,39,213,NaN,NaN,NaN,NaN,NaN
247,2021,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,1,0,1,20,0,12,4,16,22,NaN,NaN,NaN,NaN,NaN
248,2021,Himachal Pradesh,2,Kullu,20,Kullu,0,0,3,3,41,0,3,12,15,65,NaN,NaN,NaN,NaN,NaN
249,2021,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul & Spiti,0,0,0,0,10,0,0,0,0,4,NaN,NaN,NaN,NaN,NaN
250,2021,Himachal Pradesh,2,Mandi,22,Mandi,0,3,4,7,79,0,9,43,52,235,NaN,NaN,NaN,NaN,NaN
251,2021,Himachal Pradesh,2,Shimla,23,Shimla,0,8,10,18,3,21,26,1,48,0,NaN,NaN,NaN,NaN,NaN
252,2021,Himachal Pradesh,2,Sirmaur,24,Sirmaur,10,3,0,13,60,6,12,9,27,127,NaN,NaN,NaN,NaN,NaN
253,2021,Himachal Pradesh,2,Solan,25,Solan,0,1,0,1,31,1,12,24,37,83,NaN,NaN,NaN,NaN,NaN
254,2021,Himachal Pradesh,2,Una,26,Una,3,5,1,9,17,0,9,12,21,12,NaN,NaN,NaN,NaN,NaN
